Alphabet,Eponym,Eponym_easy,Eponym_easy_yr,Topic,Disease,Eponym_strip,Who,Who_B,Surname,Region_A1,RegionOfEponym_A1,Where,Author_1_Role,Operation,WhoNamedIt,Author_1,Year,Year_str,Sex_A1,CityOfEponym_A1,Lat_A1,Long_A1,Continent_A1,CountryOfEponym_A1,CountryOfEponym_easy,ISO_country_A1,Author_2,Sex_A2,Lat_A2,Long_A2,Class,Subclass,Type_bed_scar,Type_op_cut,Type_short,Type,Type_1,ExamSpec,ExamFav,Pubmed_results,Google_results,GxP,Log2_GxP,Log10_GxP,Societies,ICD11,PMID,Ref,journal,journal_short,journal_name,Journal_Spec,History,Description,WNI_link,Ref_site,Pubmed,Wiki_link,ICD11_link,TMS_link,Manufacturer,Eponymictionary
K,Kierner classification,Kierner classification,1998 - Kierner classification,"Endocrine,ENT",,Kierner,Antonius C Kierner,**Antonius C Kierner**,Kierner,"**Vienna, Austria**",Vienna,"**Vienna, Austria**",Doctor_Anatomist,Thyroid / Parathyroid surgery,No,Antonius C Kierner,1998,**1998**,M,Vienna,48.21772,16.35849,Europe,Austria,Austria,AUT,,,,,(Para)thyroid,Endocrine,1,1,Anatomy,Anatomy,Neck,,,1,70,70,6.129283017,1.84509804,,No,9525515,"Kierner AC, Aigner M, Burian M. **The external branch of the superior laryngeal nerve: its topographical anatomy as related to surgery of the neck**. _Arch Otolaryngol Head Neck Surg_. 1998; 124(3): 301-303","Arch Otolaryngol Head Neck Surg,Archives of Otolaryngology - Head and Neck Surgery",Arch Otolaryngol Head Neck Surg,_Journal_: **Archives of Otolaryngology - Head and Neck Surgery** (Arch Otolaryngol Head Neck Surg),,,"<p style=""text-align:justify"">Four routes for the external branch of the superior laryngeal nerve (EBSLN) with respect to the upper pole of the thyroid and the superior thyroid artery (STA) were defined in 31 cadavers:</p><p style=""text-align:justify""> <span style=""font-weight:bold;"">Type 1</span>: EBSLN crosses the STA <span style=""font-weight:bold;"">more than 1 cm above</span> the upper thyroid pole (42%)<p style=""text-align:justify""> <span style=""font-weight:bold;"">Type 2</span>: EBSLN crosses the STA <span style=""font-weight:bold;"">less than 1 cm above</span> the upper thyroid pole (30%)</p><p style=""text-align:justify""> <span style=""font-weight:bold;"">Type 3</span>: EBSLN crossed the STA <span style=""font-weight:bold;"">under the upper pole of the thyroid</span> (14%)</p><p style=""text-align:justify""> <span style=""font-weight:bold;"">Type 4</span>: EBSLN <span style=""font-weight:bold;"">descended dorsal to the STA and only crossed its branches</span> immediately above the upper pole of the thyroid (14%)</p><p style=""text-align:justify"">Kierner AC, Aigner M, Burian M. The external branch of the superior laryngeal nerve: its topographical anatomy as related to surgery of the neck. Arch Otolaryngeal Head Neck Surg. 1998; 124(3): 301-303</p>",,,https://pubmed.ncbi.nlm.nih.gov/9525515/,,,,,
K,Kikuchi classification,Kikuchi classification,1995 - Kikuchi classification,Colorectal,,Kikuchi,R Kikuchi,**R Kikuchi**,Kikuchi,"**Kumamoto, Japan**",Kumamoto,"**Kumamoto, Japan**",,"Colectomy,Rectal surgery",No,R Kikuchi,1995,**1995**,M,Kumamoto,32.80259,130.72475,Asia,Japan,Japan,JPN,,,,,,,1,1,Scores,Scores,,"Colorectal,All Specialties",Yes,3354,2270,7613580,22.86014356,6.881588915,,No,,"Kikuchi R, Takano M, Takagi K, et al. **Management of early invasive colorectal cancer. Risk of recurrence and clinical guidelines**. _Dis Colon Rectum_. 1995; 38(12): 1286-1295","Dis Colon Rectum,Diseases of the Colon & Rectum",Dis Colon Rectum,_Journal_: **Diseases of the Colon & Rectum** (Dis Colon Rectum),,,,,,https://pubmed.ncbi.nlm.nih.gov/7497841/,,,,,
K,Killian's triangle,Killian's triangle,1907 - Killian's triangle,"Endocrine,ENT",,Killian,Gustav Killian,**Gustav Killian**,Killian,"**Berlin, Germany**",Berlin,"**Berlin, Germany**",Doctor_Surgeon,Endoscopy,Yes,Gustav Killian,1907,**1907**,M,Berlin,52.5265,13.3766,Europe,Germany,Germany,DEU,,,,,Oesophagogastric,Oesophagus,1,1,Anatomy,Anatomy,Neck,"Oesophagogastric,All Specialties",Yes,20,8810,176200,17.4268544,5.246005904,,No,,,,,,"Oesophagogastric,All",,"Killian's triangle, Killian's dehiscence<br>""A triangular area in the wall of the pharynx between the oblique fibres of the inferior constrictor muscle, and the transverse fibres of the cricopharyngeus muscle through which the Zenker's diverticulum occurs""WNI",http://www.whonamedit.com/synd.cfm/3707.html,,,https://en.wikipedia.org/wiki/Killian%27s_dehiscence,,,,
K,Klatskin's tumour,Klatskin's tumour,1965 - Klatskin's tumour,HPB,"Cholangiocarcinoma,Cancer - All,Jaundice",Klatskin,Gerald Klatskin,**Gerald Klatskin**,Klatskin,"**New Haven, Connecticut, USA**",Connecticut,"**New Haven, Connecticut, USA**",Doctor_Pathologist,Liver surgery,No,Gerald Klatskin,1965,**1965**,M,New Haven,41.30342,-72.93353,North America,USA,USA,USA,,,,,Liver,Liver,1,1,Pathology,Pathology,Abdomen,"HPB,All Specialties",Yes,443,105000,46515000,25.47119269,7.667593025,,Yes,,Klatskin G. **Adenocarcinoma of the hepatic duct at its bifurcation within the porta hepatis: an unusual tumor with distinctive clinical and pathological features**. _Am J Med_. 1965; 38: 241–256.,"Am J Med,The American Journal of Medicine",Am J Med,_Journal_: **The American Journal of Medicine** (Am J Med),"HPB,All",,Adenocarcinoma of the hepatic duct at its bifurcation within the porta hepatis: an unusual tumor with distinctive clinical and pathological features. Am J Med 1965; 38: 241–256.,,,,,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1571104786,,,
K,Klein sign,Klein sign,1938 - Klein sign,"Emergency Surgery,General Surgery","Appendicitis,Abdominal Pain,",Klein,William Klein,**William Klein**,Klein,New York,New York,"**The Bronx, New York, USA**",Doctor_Surgeon,Appendicectomy,No,William Klein,1938,**1938**,M,New York,40.8362115,-73.9190256,North America,USA,USA,USA,,,,,Appendix,Appendix,1,1,Signs,Signs,,,,1,1110,1110,10.11634396,3.045322979,,No,,Klein W. **Nonspecific mesenteric adenitis: A report of one hundred and forty cases**. _Arch Surg_. 1938; 36(4): 571-585,"AMA Arch Surg,American Medical Association Archives of Surgery",AMA Arch Surg,_Journal_: **American Medical Association Archives of Surgery** (AMA Arch Surg),,,"The tender area may extend even above the umbilicus on the right side. The left side at the time is free from tenderness. The patient is then turned on the left side and allowed to remain in this position for thirty seconds or more. Palpation in this position finds the tender area previously noted on the right side now shifted to the left of the umbilicus and absent on the right side. The patient is turned on the right side and allowed to rest for a short period, and palpation then reveals absence of tenderness on the left side and more marked tenderness on the right........This shifting tenderness is easily explained if one remembers the anatomic outline of the mesentery. When the patient is turned on either side the mesentery and small intestines will gravitate to the extreme dependent part of the abdomen. The cecum and appendix have little mobility and cannot be shifted to the left with a change of the body position. This one sign when present, has always differentiated mesenteric adenitis from acute appendicitis.",,,,https://en.wikipedia.org/wiki/Alder%27s_sign,,,,
K,Klumpke's paralysis,Klumpke's paralysis,1885 - Klumpke's paralysis,"Orthopaedics,Neurosurgery,Paediatrics,Plastics,Trauma,Obstetrics","Palsy,Paralysis",Klumpke,Augusta Marie Dejerine-Klumpke,**Augusta Marie Dejerine-Klumpke**,Klumpke,Île-de-France,Paris,"**Paris, France**",Doctor_Physician,,Yes,Augusta Marie Dejerine-Klumpke,1885,**1885**,F,Paris,48.85439,2.3485,Europe,France,France,FRA,,,,,General,Brachial plexus,1,1,Pathology,Pathology,Axilla,"Neurosurgery,Paediatrics,Plastics,Orthopaedics,Trauma,Obstetrics,All Specialties",Yes,28,36000,1008000,19.94306421,6.003460532,,Yes,,,,,,,,C8+T1 injury,,,,https://en.wikipedia.org/wiki/Klumpke_paralysis,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/1721279469,,,
K,Kocher maneuver,Kocher maneuver,1892 approx. - Kocher maneuver,"HPB,General Surgery,Emergency Surgery,Trauma,Oesophagogastric",,Kocherization,Emil Theodor Kocher,**Emil Theodor Kocher**,Kocher,"**Bern, Switzerland**",Bern,"**Bern, Switzerland**",Doctor_Surgeon,"Pancreatic surgery,Oesophagectomy,Duodenal surgery,Gastrectomy,Esophagectomy",Yes,Emil Theodor Kocher,1892,**1892**,M,Bern,46.9473,7.4247,Europe,Switzerland,Switzerland,CHE,,,,,Pancreas,Duodenum,1,1,Techniques,Surgical Maneuvers & Techniques,,"General Surgery,HPB,Oesophagogastric,All Specialties",Yes,78,143000,11154000,23.41105784,7.04743064,,No,,,,,,"General Surgery,HPB,Oesophagogastric,All",,,https://www.whonamedit.com/synd.cfm/1017.html,,,https://en.wikipedia.org/wiki/Kocher_manoeuvre,,,,
K,Kocher's incision of the abdomen,Kocher's incision of the abdomen,1892 approx. - Kocher's incision of the abdomen,"HPB,General Surgery,Emergency Surgery",,Kocher's,Emil Theodor Kocher,**Emil Theodor Kocher**,Kocher,"**Bern, Switzerland**",Bern,"**Bern, Switzerland**",Doctor_Surgeon,"Cholecystectomy,Liver surgery",Yes,Emil Theodor Kocher,1892,**1892**,M,Bern,46.9473,7.4245,Europe,Switzerland,Switzerland,CHE,,,,,Biliary,Biliary,Incisions,Incisions,Incisions,Incisions,,"General Surgery,HPB,All Specialties",Yes,10,7400,74000,16.17523765,4.86923172,,No,,,,,,"General Surgery,HPB,All",,,https://www.whonamedit.com/synd.cfm/1010.html,,,https://en.wikipedia.org/wiki/Surgical_incision,,,,
K,Kondoleon operation,Kondoleon operation,1912 - Kondoleon operation,Vascular,"Lymphedema,Lymphoedema",Kondoleon,Emmanuil Kondoleon,**Emmanuil Kondoleon**,Kondoleon,Athens,Athens,"**Athens, Greece**",Doctor_Surgeon,Lymphoedema surgery,No,Emmanuil Kondoleon,1912,**1912**,M,Athens,37.97974,23.75432,Europe,Greece,Greece,GRC,,,,,,,1,1,Operations,Operations,Limbs,,No,11,2430,26730,14.70617222,4.426998959,,No,,,,,,,,,,,,,,,,
K,Krukenberg tumour,Krukenberg tumour,1896 - Krukenberg tumour,Gynaecology,"Cancer - All,Ovarian Cancer,",Krukenberg,Friedrich Ernst Krukenberg,**Friedrich Ernst Krukenberg**,Krukenberg,Marburg,Marburg,"**Marburg, Germany**",Doctor_Gynaecologist,,Yes,Friedrich Ernst Krukenberg,1896,**1896**,M,Marburg,50.810833,8.773611,Europe,Germany,Germany,DEU,,,,,Ovary,Ovary,1,1,Pathology,Pathology,,,No,594,56600,33620400,25.00283355,7.526602876,,Yes,,,,,,,,,https://www.whonamedit.com/synd.cfm/572.html,,,https://en.wikipedia.org/wiki/Krukenberg_tumor,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/956170914,,,
K,Kudo classification,Kudo classification,1996 - Kudo classification,Colorectal,"Cancer - All,Colorectal Cancer",Kudo,Shin-ei Kudo,**Shin-ei Kudo**,Kudo,"**Akita, Japan**",Akita,"**Akita, Japan**",Doctor_Surgeon,"Colectomy,Rectal surgery",No,Shin-ei Kudo,1996,**1996**,M,Akita,39.68682,140.15268,Asia,Japan,Japan,JPN,,,,,Colorectal,Colon,1,1,Scores,Scores,Abdomen,"Colorectal,All Specialties",Yes,73,236000,17228000,24.03825189,7.236234863,,No,,"Kudo S, Tamura S, Nakajima T, et al. **Diagnosis of colorectal tumorous lesions by magnifying endoscopy**. _Gastrointest Endosc_. 1996; 44(1): 8-14","Gastrointest Endosc,Gastrointestinal Endoscopy",Gastrointest Endosc,_Journal_: **Gastrointestinal Endoscopy** (Gastrointest Endosc),,,,,,https://pubmed.ncbi.nlm.nih.gov/8836710/,,,,,
L,"Langerhans, Islets of",Islets of Langerhans,1869 - Islets of Langerhans,"HPB,General Surgery",,Langerhans,Paul Langerhans,**Paul Langerhans**,,"**Berlin, Germany**",Berlin,"**Berlin, Germany**",Doctor_Pathologist,Pancreatic surgery,Yes,Paul Langerhans,1869,**1869**,M,Berlin,52.52571,13.37659,Europe,Germany,Germany,DEU,,,,,,,1,1,Physiology,Physiology,Abdomen,"HPB,All Specialties",Yes,42718,976000,41692768000,35.27907811,10.62006073,,No,,,,,,,,,https://www.whonamedit.com/synd.cfm/2225.html,,,https://en.wikipedia.org/wiki/Pancreatic_islets,,,,
L,Lanz incision,Lanz incision,1908 - Lanz incision,"Emergency Surgery,General Surgery","Appendicitis,Abdominal Pain,",Lanz,Otto Lanz,**Otto Lanz**,Lanz,"**Amsterdam, Netherlands**",Amsterdam,"**Amsterdam, Netherlands**",Doctor_Surgeon,Appendicectomy,No,Otto Lanz,1908,**1908**,M,Amsterdam,52.368,4.894,Europe,Netherlands,Netherlands,NLD,,,,,Appendix,Appendix,Incisions,Incisions,Incisions,Incisions,,"General Surgery,All Specialties",Yes,9,15400,138600,17.08056773,5.14176323,,No,,Lanz O. **Der McBurney's che punkt**. _Zentralblatt für Chirurgie_. 1908; 35: 185-190,Zentralblatt für Chirurgie,,,"General Surgery,All",,,,,,,,https://teachmesurgery.com/general/presentations/incisions/,,
L,Lauren classification,Lauren classification,1965 - Lauren classification,Oesophagogastric,"Gastric Cancer,Cancer - All",Lauren,Pekka A Lauren,**Pekka Lauren**,Lauren,Turku,Turku,"**Turku, Finland**",Doctor_Pathologist,"Gastrectomy,",No,Pekka Lauren,1965,**1965**,M,Turku,60.45417,22.29567,Europe,Finland,Finland,FIN,,,,,,,1,1,Pathology,Pathology,,,No,408,64600,26356800,24.65167189,7.420892681,,No,,Lauren P. **The two histological main types of gastric carcinoma: Diffuse and so-called intestinal-type carcinoma. An attempt at a histo-clinical classification**. _Acta Pathol Microbiol Scand_. 1965; 64: 31-49,,,,,,https://onlinelibrary.wiley.com/doi/epdf/10.1111/apm.1965.64.1.31?saml_referrer,,,https://pubmed.ncbi.nlm.nih.gov/14320675/,,,,,
L,Le Fort fractures,Le Fort fractures,1901 - Le Fort fractures,"Trauma,Maxillofacial","Fracture,Head Injury,Trauma",Le Fort,René Le Fort,**René Le Fort**,Le Fort,"**Lille, France**",Lille,"**Lille, France**",Doctor_Surgeon,,No,René Le Fort,1901,**1901**,M,Lille,50.63166,3.07301,Europe,France,France,FRA,,,,,,,1,1,Scores,Scores,Facial,"Trauma,Maxillofacial,All Specialties",Yes,81,12200,988200,19.91444353,5.99484485,,Yes,,"Le Fort R. **Étude expérimentale sur les fractures de la machoire supérieure**. _Revue Chir De Paris_. 1901; 23: 208-227, 360-379, & 479-507.","Revue Chirurgicale De Paris,Revue Chir De Paris",Revue Chir De Paris,_Journal_: **Revue Chirurgicale De Paris**,,,,,,,https://en.wikipedia.org/wiki/Le_Fort_fracture_of_skull,https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/856106453,,,
L,Lembert's suture,Lembert's suture,1826 - Lembert's suture,"General Surgery,Emergency Surgery,HPB,Colorectal,Oesophagogastric",,Lembert,Antoine Lembert,**Antoine Lembert**,Lembert,Île-de-France,Paris,"**Paris, France**",Doctor_Physician,"Small bowel resection,Colectomy",Yes,Antoine Lembert,1826,**1826**,M,Paris,48.8544,2.3486,Europe,France,France,FRA,,,,,,,1,1,Techniques,Surgical Maneuvers & Techniques,,,No,17,14300,243100,17.89119037,5.385784959,,No,,,,,,,,,https://www.whonamedit.com/synd.cfm/3218.html,,,,,,,
L,Leriche's syndrome,Leriche's syndrome,1948 - Leriche's syndrome,Vascular,,Leriche,Henri Marie René Leriche,**Henri Marie René Leriche**,Leriche,Île-de-France,Paris,"**Paris, France**",Doctor_Surgeon,Aortic surgery,Yes,Henri Marie René Leriche,1948,**1948**,M,Paris,48.849167,2.345556,Europe,France,France,FRA,,,,,,,1,1,Syndromes,Syndromes,,"Vascular,All Specialties",No,638,41700,26604600,24.66517238,7.424956734,,No,,"Leriche R, Morel A. **The syndrome of thrombotic obliteration of the aortic bifurcation**. _Ann Surg_. 1948; 127(2): 193-206","Ann Surg,Annals of Surgery",Ann Surg,_Journal_: **Annals of Surgery** (Ann Surg),,,,https://www.whonamedit.com/synd.cfm/2747.html,,https://pubmed.ncbi.nlm.nih.gov/17859070/,,,,,
L,Li-Fraumeni syndrome,Li-Fraumeni syndrome,1969 - Li-Fraumeni syndrome,"Breast,Neurosurgery,Endocrine","Cancer - All,Breast Cancer,Sarcoma,",Li-Fraumeni,Frederick P Li & Joseph F Fraumeni Jr,**Frederick P Li** & **Joseph F Fraumeni Jr**,Li-Fraumeni,"**Bethesda, Maryland, USA**",Maryland,"**Bethesda, Maryland, USA**",Doctor_Physician,,Yes,Frederick P Li,1969,**1969**,M,Bethesda,38.99955,-77.10775,North America,USA,USA,USA,Joseph F Fraumeni Jr,,,,General,General,1,1,Syndromes,Syndromes,,"General Surgery,Colorectal,All Specialties,Breast,Plastics",Yes,1319,277000,365363000,28.4447553,8.562724565,,No,,"Li FP, Fraumeni JF Jr. **Soft-tissue sarcomas, breast cancer, and other neoplasms. A familial syndrome?**. _Ann Intern Med_. 1969; 71(4): 747-752",,,,,,,https://www.whonamedit.com/synd.cfm/2569.html,,https://pubmed.ncbi.nlm.nih.gov/5360287/,https://en.wikipedia.org/wiki/Li–Fraumeni_syndrome,,,,
L,Lichtenstein hernia repair,Lichtenstein hernia repair,1989 - Lichtenstein hernia repair,Hernia,"Hernia,Inguinal Hernia",Lichtenstein,Irvin Lichtenstein,**Irvin Lichtenstein**,Lichtenstein,California,California,"**Los Angeles, California, USA**",Doctor_Surgeon,Inguinal hernia repair - Open,No,Irvin Lichtenstein,1989,**1989**,M,Los Angeles,34.0522,-118.24377,North America,USA,USA,USA,,,,,Hernia,Inguinal,1,1,Operations,Operations,,"Hernia,General Surgery,All Specialties",Yes,1044,154000,160776000,27.26047682,8.20622122,,No,,"Lichtenstein IL, Shulman AG, Amid PK, Montllor MM. **The tension-free hernioplasty**. _Am J Surg_. 1989; 157(2): 188-193","Am J Surg,The American Journal of Surgery,American Journal of Surgery",Am J Surg,_Journal_: **The American Journal of Surgery** (Am J Surg),"Hernia,General Surgery,All",,"<p style=""text-align:justify""> Below is Lichenstein et al's original technical description of a tension-free hernia repair using an implanted mesh where the authors report having completed this hernioplasty technique on 1000 cases with excellent results (no recurrences in 1 to 5+ years follow up).</p> <p style=""text-align:justify; text-indent: 40px""> Under a local anesthetic block, the inguinal canal is opened and the hernia identified. If there is an indirect sac, it is opened in order to explore the canal floor and simply inverted into the abdomen without excision, suture, or ligature. If direct sacs are large, they may be inverted by means of a single absorbable invaginating suture.</p> <p style=""text-align:justify; text-indent: 40px""> A sheet of prosthetic mesh measuring about 5 by 10 cm is fashioned. The lower edge is tacked in place by a continuous suture of 0-0-0 Novafil® or Prolene®, which secures the mesh medially to the lacunar ligamnet and then proceeds laterally along Poupart's ligament beyond the internal ring. A slit in the mesh at the internal ring allows emergence of the spermatic cord. When thinning the cord, if the genitofemoral nerve cannot be clearly identified, the inferior cremaster muscle bundle containing the nerve and the external spermatic vessels may exit through a separate opening medial to the ring. The superior edge of the mesh is loosely secured by a similar continuous suture to the rectus sheath and conjoined muscle and tendon above. A single suture approximates the tails of the mesh to Poupart's ligament lateral to the internal ring. </p> <p style=""text-align:justify; text-indent: 40px""> This alone completes the repair without formal reconstruction of the canal floor. The usual approximation of aponeurotic tissue under tension is avoided. Since the patient is awake and able to cooperate, he is requested to cough and perform the Valsalva maneuver in order to test the strength of the repair. The expernal oblique aponeurosis is closed over the cord with a continuous absorbable suture. </p> <p style=""text-align:justify"">Lichtenstein IL, Shulman AG, Amid PK, Montllor MM. The tension-free hernioplasty. Am J Surg. 1989; 157(2): 188-193",,,https://pubmed.ncbi.nlm.nih.gov/2916733/,https://en.wikipedia.org/wiki/Inguinal_hernia_surgery#Lichtenstein_technique,,,,
L,Likert scale,Likert scale,1932 - Likert scale,Academic,,Likert,Rensis Likert,**Rensis Likert**,Likert,New York,New York,"**Manhattan, New York, USA**",Psychologist,,No,Rensis Likert,1932,**1932**,M,New York,40.72911,-73.99419,North America,USA,USA,USA,,,,,,,1,1,Statistics,Statistics,,,No,11681,6560000,76627360000,36.15714055,10.88438386,,No,,Likert R. **A technique for the measurement of attitudes**. _Arch Psych_. 1932; 140: 1-55,,,,,,,,,,https://en.wikipedia.org/wiki/Likert_scale,,,,
L,Lind fundoplication,Lind fundoplication,1965 - Lind fundoplication,Oesophagogastric,"GORD,GERD,Reflux",Lind,JF Lind,**JF Lind**,Lind,Manitoba,Winnipeg,"**Winnipeg, Manitoba, Canada**",Doctor_Surgeon,"Antireflux surgery,Fundoplication,",No,JF Lind,1965,**1965**,TBC,Winnipeg,49.8951,-97.1384,North America,Canada,Canada,CAN,,,,,Oesophagogastric,Stomach,1,1,Operations,Operations,,,,5,1230,6150,12.5863707,3.788875116,FRCS(C ),No,,"Lind JF, Burns CM, MacDougall JT. **'Physiological repair' for hiatus hernia - manometric study**. _AMA Arch Surg_. 1965; 91(2): 233-237",,,,,,,,https://jamanetwork.com/journals/jamasurgery/article-abstract/563683?resultClick=1,,,,,,
